session_id,customer_id
3abaa6ce-e320-4e51-9469-d9f3fa328e86,5868
2ee5ead1-f13e-4759-92df-7ff48475e970,4774
93325fb6-eb00-4268-bb0e-6471795a0ad0,4774
bcad5a61-1b67-448d-8ff4-781d67bc56e4,4774
df1042ab-13e6-4072-b9d2-64a81974c51a,4774
7fa0b583-6d30-40bc-8b61-0f70f5bef30f,4774
e140f1f1-6da1-42b3-b2d1-56ac6fc72d4a,4774
e7eff973-b499-4b8d-9892-89e67e5fd7d4,4774
0d20c278-e082-4f28-9afe-8b5907d7a284,4774
f5352cdc-0e3c-4e77-af42-645501dcded4,4774
ad43dd86-0da4-44ec-af00-0cb8d320793b,4774
8071b7c5-0c54-4eac-a265-a50e5908b3d3,4774
7a134594-54ed-447a-a87d-a67bea47e109,4774
b440b87a-c328-4b8d-b6eb-1b3aa8c836b3,4774
42e91872-d1d5-44a5-925f-8532cee92d37,4774
3837b92e-e638-498c-b29b-2dc349da8a13,4774
36e1c9a4-b10c-4815-aec7-261366394bfc,4774
e1a22441-74b7-409a-87eb-85b3192e5bed,4774
31dc3335-0759-428f-963a-80b8684c1fe5,4774
5fc7f66d-d6d5-4245-9b05-72f39ae75640,4774
8f3c25e3-6529-469f-9b47-2acac609d93a,4774
57b6d108-9ec4-48ef-8d66-cdd17c4942ba,4774
e8665111-3196-4edf-9a30-d1f2a4945b41,4774
a4ad7fb7-6a09-450b-aa8d-97e28c0cda20,4774
b0ab036c-5c29-417b-9c2e-1a41d872028a,4774
b2fb0889-6e08-4bc5-b6ba-2ac71d1b3145,4774
ced773bd-a755-4e23-a1ab-4a96ef9c75e1,4774
e3bc7255-d3ad-4be9-98f4-f60efcc6f840,4774
5d3d5de2-3a5a-42e9-8f8c-512346a4c031,4774
514d9158-5020-4dd9-8ca0-22097c600b78,4774
7e644152-6798-4511-8c27-0648ebff6e17,4774
1688279e-d03f-466a-a20e-57846de4c179,4774
461f30b0-d42a-4c82-9738-6a5b1ef1b1e7,58191
39684234-b066-42cc-beba-4500294feed0,58191
b66948fe-68c7-4a19-9af7-4faebff2546b,58191
056d800b-527c-475a-9d6d-096a63e7a436,58191
b3c7c3ee-e705-4879-b087-30a88748ac8c,58191
e12f44c5-dd96-48c5-83eb-e48a82322239,58191
e212cb5b-db4b-4c7d-8a6f-6ef7b70c2e19,58191
f24385da-214e-47e5-8848-c3713b483d4b,58191
3e2f92c2-00dd-47cb-b3f3-a19580fd7bc1,58191
0eceae94-46aa-4da5-8f5a-b97d98924edd,58191
2554f002-4df2-4d19-95e1-5521c50e6129,58191
3de3bfe1-8da5-4117-bfab-7848fa274e2c,58191
e1fee9a7-94b6-480c-b52c-d7ea4079c05c,58191
587b926b-b346-4263-9925-0bb47a9d2acc,58191
a680f1f6-1781-4b8e-8836-54bafdae34bc,58191
c6856eec-ae40-4980-b5c2-8a1fae499d1e,58191
c0ca7a8c-51e4-49d6-b927-e7f193bb2001,58191
0ffeb398-3698-4d87-950b-8330f3edf1e7,58191
